StartTime,EndTime,Duration_s,StartTime_datenum,EndTime_datenum,LargeConc_cc,SmallConc_cc,MeanDiameter_um,AverageLWC_g_m3
29-May-2021 16:18:26,29-May-2021 16:19:06,41,738305.679467593,738305.679930556,92.3839146881932,521.281809958016,8.91995796343175,0.474977595777046
29-May-2021 16:19:13,29-May-2021 16:19:26,14,738305.680011574,738305.680162037,87.3242910326059,390.237758840833,9.77674266270229,0.426867936338697
29-May-2021 16:19:28,29-May-2021 16:19:39,12,738305.680185185,738305.6803125,104.149152119954,443.374347249667,9.56738098462423,0.475635454058647
29-May-2021 16:19:41,29-May-2021 16:20:10,30,738305.680335648,738305.680671296,99.4507543541491,514.592548020681,9.29077151616414,0.484238994121552
29-May-2021 16:20:17,29-May-2021 16:20:29,13,738305.680752315,738305.680891204,61.9498174055838,612.159763849699,8.26707887649536,0.382840443115968
29-May-2021 16:20:41,29-May-2021 16:21:09,29,738305.681030093,738305.681354167,59.7854647312699,638.029706247922,8.22698438578639,0.376084878526885
29-May-2021 16:21:12,29-May-2021 16:21:31,20,738305.681388889,738305.681608796,54.1764328522608,593.282646179199,8.1163149356842,0.340513977408409
29-May-2021 18:59:56,29-May-2021 19:00:06,11,738305.79162037,738305.791736111,91.4713535569608,1143.43777517839,7.00775098800659,0.54215437986634
29-May-2021 19:04:18,29-May-2021 19:04:26,9,738305.794652778,738305.79474537,151.700429127655,847.033797158135,8.54358196258545,0.707347951001591
29-May-2021 19:04:56,29-May-2021 19:05:07,12,738305.795092593,738305.795219907,227.565384955145,1101.84716614087,8.37459913889567,1.00592344502608
29-May-2021 19:05:12,29-May-2021 19:05:14,3,738305.795277778,738305.795300926,114.26791131186,627.691289901733,9.01316579182943,0.539095317324003
29-May-2021 19:24:48,29-May-2021 19:24:50,3,738305.808888889,738305.808912037,98.5465722624213,203.829190572103,10.8043588002523,0.338028321663539
29-May-2021 19:25:18,29-May-2021 19:25:36,19,738305.809236111,738305.809444444,118.998911567719,439.494225100467,9.12501410434121,0.456990615317696
